evaluations raw_y x0 x1
175 1.7431051658 2.127010 55.209639
176 4.4600940187 2.153775 51.604979
177 5.1207323379 2.122464 51.321912
178 4.0860909340 2.118706 61.285741
179 1.9315448652 2.209967 56.361806
180 5.3584171964 2.185633 50.000000
181 2.8961785379 2.114565 54.159675
182 2.2568368126 2.094655 55.309098
183 7.3676331768 2.115653 64.599740
184 2.4661387957 2.293377 53.668788
185 0.5490379878 2.128680 57.372009
186 0.9207771629 2.171440 56.022958
187 9.7732095211 1.964323 71.852151
188 4.3837323401 2.219932 50.708845
189 2.3166124674 2.115849 54.790966
190 3.1278209022 2.180736 52.741590
191 1.7413330570 2.002042 58.692470
192 2.2661314345 2.122669 54.711911
193 1.5018779524 2.119214 55.626000
194 1.6636437535 2.209527 54.317839
195 3.1659382483 2.178500 52.730848
196 2.8695914159 2.206090 57.563221
197 6.2037269118 2.297430 58.115214
198 0.5795839246 2.102712 58.184193
199 6.2739354465 2.109633 50.000000
200 1.0563207239 2.177788 56.176332
201 3.2016845195 2.094388 61.071829
202 1.0554479951 2.144645 55.720708
203 5.5405543251 2.012808 52.977074
204 2.3906849441 1.919250 62.245836
205 1.2262192912 2.072526 57.025291
206 2.7774757351 2.106818 54.453629
207 3.1003864876 2.181982 52.755047
208 0.0660286168 2.104381 57.535815
209 1.7237676432 2.106920 59.250231
210 4.9384589445 2.114133 51.704967
211 2.7905870008 2.017793 56.645160
212 0.2082947337 2.115452 57.297385
213 6.2516293492 2.111466 50.000000
214 2.2659148120 2.134746 54.483443
215 0.5904546776 2.104104 58.159637
216 2.5721657977 2.154799 58.777736
217 4.7129510677 1.951604 66.229805
218 4.5018836249 2.126385 52.029089
219 0.6289525952 2.095666 57.082095
220 3.4754468345 2.112117 53.534794
221 1.5504111441 2.018477 58.355768
222 1.5093787197 2.114116 58.841621
223 0.6631181639 2.070672 57.760799
224 0.7714612200 2.135669 56.197480
225 0.2068462383 2.105578 57.710924
226 2.8055914406 2.119598 59.996257
227 1.9563381870 2.147513 58.362422
228 0.4753915148 2.109591 56.939606
229 3.9829857909 2.169893 51.911837
230 2.3349440862 2.144109 58.844986
231 4.0499079415 2.141334 60.612963
232 0.6679756848 2.135117 57.305584
233 3.3626224368 2.117453 53.562562
234 4.8122028610 2.092934 62.726312
235 0.8020388175 2.051290 58.275778
236 0.8299018113 2.085867 58.842036
237 3.0215888801 2.204570 57.766737
238 1.6501835574 2.098170 55.909697
239 0.5343639252 2.060720 58.782683
240 2.7383926484 2.183472 53.156804
241 2.5632272197 1.976801 58.324167
242 1.0996713605 2.120346 58.249673
243 4.9170004226 2.224782 50.000000
244 3.3115597484 2.038099 55.408454
245 0.4769244984 2.118284 57.631268
246 0.7024766144 2.126087 57.649788
247 0.6544132854 2.058234 59.043214
248 1.4201271294 2.180235 54.863591
249 0.6284607528 2.094889 58.426244
250 3.2975246815 2.090331 54.194644
251 1.7328241869 2.027584 57.762271
252 1.9314216088 2.108885 59.408768
253 0.5926161203 2.055089 58.566130
254 0.4941113290 2.103703 57.039164
255 1.4102593988 2.073793 59.730617
256 0.9227391152 2.080831 59.049555
257 1.0571981581 2.047532 58.021813
258 0.4749272520 2.111229 56.910020
259 1.7154763784 2.151377 54.824514
260 0.1645152877 2.108641 57.330010
261 0.7244494245 2.142534 57.112750
262 0.9006206622 2.118087 58.103994
263 0.7931333906 2.157671 56.054112
264 2.4431116037 2.139631 59.080156
265 0.4409750775 2.070592 58.099559
266 1.8055426134 2.093529 59.677322
267 5.3618215133 2.212381 59.815778
268 0.8631300696 2.108221 56.545565
269 1.2504530798 2.041029 57.976168
270 1.3385622739 2.160723 55.165026
271 0.4076926181 2.083332 58.410038
272 0.6062681229 2.110505 58.004364
273 2.0766159241 2.229159 55.870544
274 2.3782558401 2.009661 57.456867
275 0.3100463124 2.118643 57.393734
276 0.3068022957 2.112038 57.097278
277 1.1685673923 2.146911 55.548755
278 1.7823407557 2.163603 57.700327
279 1.1375483186 2.103349 58.744451
280 3.3952939297 2.120347 53.468336
281 0.9592123684 2.050633 58.052249
282 0.4405664851 2.106939 57.926623
283 0.7781654871 2.096569 58.542603
284 0.1144816634 2.090457 57.884475
285 0.6200009324 2.108096 56.810999
286 0.4142922997 2.078717 58.481685
287 1.4045041408 2.044809 57.637822
288 0.1577633487 2.106721 57.615864
289 1.7997255585 2.142738 58.339034
290 0.9844049988 2.091889 56.789203
291 1.3487809627 2.124688 55.689692
292 0.2830706558 2.111844 57.130366
293 0.8092356119 2.133620 57.535657
294 3.6170828122 1.914676 58.941567
295 0.1618328424 2.102090 57.430328
296 1.3106249293 2.091386 59.220369
297 0.0842759164 2.104979 57.570876
298 1.4514391873 2.110758 58.872167
299 0.8073235886 2.114176 58.115067
300 0.7404646136 2.149577 56.140854
301 0.6849732114 2.129134 57.531469
302 0.1720614585 2.112461 57.323818
303 0.1289583907 2.098607 57.543697
304 0.9138385096 2.158439 55.798225
305 0.1847184656 2.112107 57.444882
306 0.5985612486 2.105199 56.894828
307 3.7038382718 2.045297 54.725323
308 0.6437901630 2.114945 56.653020
309 0.3191294995 2.106199 57.816884
310 1.0447985684 2.140843 55.782467
311 0.5297783815 2.109270 57.957280
312 0.2356013628 2.104155 57.308664
313 0.3774922985 2.070361 58.302580
314 0.1363391260 2.095071 57.894504
315 0.5128988477 2.119228 56.738961
316 0.2269154231 2.082490 57.994190
317 0.6696896858 2.076108 57.577528
318 0.2074704791 2.108275 57.627154
319 1.6422615339 2.132105 55.227798
320 0.2117184668 2.093007 57.607167
321 1.8634782540 2.129834 58.770712
322 0.8368149343 2.101300 56.725512
323 1.0646967299 2.111629 56.256271
324 1.9927765021 1.963224 60.026238
325 0.2332066165 2.117392 57.253415
326 0.2237004505 2.098949 57.906502
327 1.8636830246 2.059853 56.621919
328 2.1431288378 2.109843 59.596910
329 0.9841600048 2.117639 58.204457
330 0.5341923345 2.132942 56.567449
331 0.5888460405 2.118673 57.748635
332 0.3411294456 2.109986 57.085332
333 0.9405432296 2.046834 58.225316
334 1.7409761980 2.187814 56.878904
335 0.1225337055 2.108094 57.502374
336 0.3019377693 2.107374 57.174868
337 2.0504638535 2.028873 57.291437
338 1.4439787451 2.093387 56.248027
339 0.3094818310 2.105902 57.193451
340 0.9793498081 2.135971 57.659418
341 1.0545031846 2.130423 57.911321
342 0.4268299203 2.103252 57.121011
343 0.0938544482 2.095040 57.842271
344 0.2781514300 2.092002 57.560763
345 0.7766032345 2.111286 58.162384
346 0.2777668244 2.100986 57.330123
347 0.0661582005 2.103495 57.525881
348 0.1808649211 2.107257 57.322837
349 1.1459903207 2.113454 56.130528
350 0.6625269191 2.119340 57.810975
351 0.9941213268 2.121963 58.092928
352 0.0310456207 2.099514 57.625214
353 0.5812381220 2.106387 56.888279
354 0.5089717970 2.061007 58.698219
355 0.2610559221 2.118604 57.289973
356 0.4962555816 2.105049 57.007979
357 0.8075717041 2.076543 57.399523
358 0.5078524090 2.101631 57.070471
359 0.3088224722 2.095059 58.084752
360 0.2471970929 2.112515 57.533134
361 0.8340107018 2.055464 58.059703
362 0.3522904178 2.110658 57.061359
363 0.6416567461 2.069128 57.842312
364 0.5011535104 2.121475 56.724018
365 0.0882430968 2.103513 57.634499
366 0.1048577948 2.104570 57.619958
367 0.8175814522 2.092583 58.678143
368 0.2105330100 2.114290 57.227058
369 0.4529552595 2.099279 57.183349
370 1.2913824297 2.121575 58.414636
371 0.2244276173 2.105646 57.728713
372 0.0840556312 2.103421 57.632114
373 0.1236540628 2.108882 57.430869
374 0.2976703951 2.092908 57.513093
375 0.5595226548 2.099637 58.240549
376 0.2583798278 2.091595 57.595308
377 0.2071402656 2.110381 57.553946
378 0.0747779034 2.105054 57.518675
379 0.8265077975 2.095208 56.879852
380 0.2643938350 2.108573 57.199487
381 0.8634136369 2.130856 57.686205
382 0.3016641363 2.098785 57.992148
383 0.0494789774 2.103126 57.573188
384 0.7442333659 2.133527 57.459526
385 0.1624027032 2.108714 57.550310
386 0.2083368538 2.103417 57.353064
387 0.2055721457 2.102541 57.795907
388 0.7349865072 2.097756 56.917448
389 0.2331379063 2.089929 57.676994
390 0.3962366799 2.103223 57.979461
391 0.3861859424 2.091978 58.233036
392 0.1206457803 2.108236 57.488293
393 0.2547651397 2.116020 57.406490
394 1.2977206271 2.078676 56.777307
395 0.0086554080 2.098701 57.681406
396 0.2013395088 2.102043 57.804773
397 0.4787526707 2.090388 58.366615
398 0.4404257900 2.116338 57.649741
399 0.1122952606 2.103064 57.678476
400 0.6603305944 2.108874 58.106048
401 0.2212756501 2.092771 57.603170
402 0.1835869442 2.100048 57.837596
403 0.0605151916 2.103029 57.611977
404 0.1565908472 2.097199 57.875726
405 0.4203794766 2.094889 57.326347
406 0.1229643198 2.089828 57.903096
407 0.0844256980 2.103529 57.628841
408 0.0415775641 2.102372 57.602630
409 0.1905908750 2.089229 57.757236
410 0.3689411066 2.102736 57.194153
411 0.3573689046 2.119398 56.944328
412 0.0817570550 2.098704 57.591341
413 0.1616062298 2.097994 57.863498
414 0.1179784288 2.093553 57.703996
415 0.1958136620 2.093334 57.615797
416 0.0540006933 2.098736 57.732831
417 0.3803574164 2.112289 57.705813
418 0.5684868668 2.102547 58.176845
419 0.3574163030 2.090591 57.511634
420 0.3079957769 2.103907 57.868163
421 0.6834265739 2.111415 58.060867
422 0.1639997565 2.100365 57.809025
423 0.5057076063 2.127913 57.338445
424 0.5707994965 2.078086 57.637046
425 0.0393467584 2.096763 57.700289
426 0.0160388827 2.098200 57.696854
427 0.1379632512 2.096648 57.585422
428 0.1882316244 2.100215 57.442719
429 0.3125377466 2.103720 57.878025
430 0.3297334134 2.102730 57.922433
431 0.2863101860 2.091901 57.554424
432 0.1362721772 2.102777 57.714119
433 0.0443444599 2.095844 57.744166
434 0.0995246854 2.096939 57.818964
435 0.1302211656 2.105487 57.412081
436 0.1872000380 2.096603 57.921286
437 0.0724136902 2.098919 57.595839
438 0.0626081561 2.100275 57.703913
439 0.2905596580 2.096171 58.040937
440 0.1033421479 2.100312 57.746333
441 0.7555934646 2.105610 56.717163
442 0.1424923532 2.099132 57.516525
443 0.1474847070 2.102461 57.735456
444 0.3238421172 2.083177 57.786974
445 0.0725872483 2.098277 57.612157
446 0.1501883550 2.096828 57.876698
447 0.0720482297 2.098311 57.611837
448 0.5769522333 2.102229 58.193754
449 0.3034376425 2.091009 57.560834
450 0.1015858142 2.107071 57.463246
451 0.2969496129 2.099595 57.967595
452 0.0731455740 2.104919 57.539819
453 0.1432209934 2.104190 57.413574
454 0.4867660251 2.102991 57.062623
455 0.0154797919 2.098370 57.674639
456 0.0797052481 2.096772 57.646920
457 0.3449818885 2.099545 57.292012
458 0.3815320653 2.092831 57.422734
459 0.2619947972 2.100743 57.902437
460 0.0848546809 2.098500 57.593248
461 0.1360855086 2.094100 57.662790
462 0.0309518167 2.101109 57.640701
463 0.0548808123 2.095171 57.746298
464 0.0288499653 2.098890 57.642845
465 0.1099503399 2.105263 57.602147
466 0.0568477705 2.095009 57.750330
467 0.1453139865 2.097974 57.542297
468 0.0240488416 2.099722 57.628241
469 0.2664405404 2.092348 57.564023
470 0.2387604612 2.098356 57.936386
471 0.1661484020 2.103399 57.729277
472 0.0749246730 2.099164 57.587167
473 0.0897321336 2.104549 57.479852
474 0.1875851021 2.104185 57.730313
475 0.0578295110 2.100728 57.686085
476 0.0090798061 2.098834 57.681073
477 0.2162024461 2.092864 57.606260
478 0.0437478683 2.101523 57.576942
479 0.0777451616 2.098667 57.759546
480 0.1800848730 2.103982 57.373915
481 0.0641459748 2.094388 57.767663
482 0.0994112539 2.105957 57.556412
483 0.2770072824 2.086366 57.739302
484 0.4975109551 2.108795 56.930442
485 0.0082656876 2.099215 57.673607
486 0.0455684218 2.097829 57.654559
487 0.0367258820 2.099161 57.627576
488 0.1919952825 2.093805 57.606190
489 0.0334324422 2.100118 57.676523
490 0.1735069968 2.096922 57.539495
491 0.0280591336 2.097701 57.720279
492 0.0157612056 2.100264 57.630647
493 0.0181691316 2.097896 57.699333
494 0.0499461808 2.099652 57.602057
495 0.0943555936 2.101867 57.693826
496 0.1432014317 2.094506 57.641663
497 0.0624337029 2.101036 57.560685
498 0.0820951527 2.098425 57.598123
499 0.2360030510 2.091049 57.638115
500 0.1700290998 2.099328 57.841082
501 0.4464296503 2.100396 58.103977
502 0.0125634377 2.099095 57.654866
503 0.0294237529 2.101169 57.602079
504 0.2281259221 2.107774 57.668293
505 0.0671868918 2.100167 57.711701
506 0.0526365145 2.099494 57.602846
507 0.1307967281 2.094567 57.654483
508 0.2617580674 2.098993 57.393499
509 0.1629149377 2.101755 57.771519
510 0.0745918701 2.098116 57.768190
511 0.2394160631 2.092335 57.595223
512 0.0682351124 2.098639 57.607359
513 0.0618195168 2.094631 57.758282
514 0.0918845072 2.100627 57.725848
515 0.0159367119 2.099553 57.673194
516 0.0383015666 2.099405 57.700691
517 0.1363948259 2.099038 57.812717
518 0.0574561256 2.103046 57.605750
519 0.0630374718 2.099744 57.586109
520 0.0632713937 2.098840 57.607511
521 0.0540178241 2.099715 57.709485
522 0.0239347846 2.099805 57.626712
523 0.0065718079 2.099780 57.653106
524 0.0156206370 2.099317 57.646036
525 0.0569622707 2.099391 57.720691
526 0.0363978036 2.099082 57.706404
527 0.0996867995 2.101929 57.697987
528 0.0120589671 2.099903 57.639455
529 0.0883233300 2.094111 57.726376
530 0.1084011242 2.099765 57.765601
531 0.0059662993 2.099517 57.652450
532 0.0352849373 2.099163 57.703353
533 0.0328339191 2.099171 57.700570
534 0.3761768707 2.084181 57.684261
535 0.0283118174 2.099941 57.675918
536 0.0278330030 2.098675 57.705915
537 0.0259439577 2.100276 57.663172
538 0.0592742325 2.098036 57.633158
539 0.0826803215 2.099949 57.733826
540 0.1151553563 2.096639 57.842127
541 0.0137811841 2.100246 57.634540
542 0.0758979212 2.096705 57.653396
543 0.1562223523 2.101911 57.760128
544 0.2355017167 2.096430 57.976683
545 0.0065220415 2.099482 57.652311
546 0.0531343825 2.099693 57.709114
547 0.0871313498 2.099587 57.747635
548 0.0888485766 2.103620 57.631620
549 0.0083529577 2.099660 57.647426
550 0.0070715424 2.099671 57.659283
551 0.0075145560 2.099465 57.651492
552 0.0197180763 2.099901 57.629792
553 0.0140154001 2.100227 57.634013
554 0.0035338251 2.099387 57.664255
555 0.0204735919 2.098466 57.664513
556 0.0849430218 2.101123 57.704754
557 0.0179052644 2.100673 57.630106
558 0.0326062175 2.100427 57.666387
559 0.1422780327 2.101418 57.758525
560 0.0233258341 2.100204 57.662283
561 0.1842270408 2.099165 57.471550
562 0.0212068583 2.099480 57.636411
563 0.0734346636 2.100587 57.707112
564 0.2787488151 2.088197 57.676183
565 0.0212242133 2.099573 57.634384
566 0.0405080770 2.099189 57.708237
567 0.0786942995 2.102470 57.657150
568 0.0312719907 2.100078 57.675263
569 0.0224089583 2.097844 57.710009
570 0.0183774852 2.100385 57.649183
571 0.0924579333 2.102484 57.673130
572 0.0490886827 2.098562 57.629850
573 0.0270015989 2.100236 57.665670
574 0.0515439436 2.098319 57.633762
575 0.0074256822 2.099365 57.653607
576 0.0150060846 2.098663 57.664888
577 0.0724841710 2.099413 57.583774
578 0.0600743390 2.102342 57.637473
579 0.0297609083 2.099508 57.689107
580 0.0315332498 2.099906 57.680408
581 0.0310918822 2.099313 57.629815
582 0.0102342761 2.099863 57.642528
583 0.0041462544 2.099582 57.654700
584 0.0109938390 2.099415 57.671579
585 0.0239790247 2.099133 57.641729
586 0.0349794175 2.099906 57.684164
587 0.0305415432 2.099914 57.617294
588 0.0045546425 2.099059 57.665022
589 0.0589959186 2.101790 57.654895
590 0.0301485673 2.099672 57.622692
591 0.1140408235 2.099440 57.539223
592 0.0141095070 2.099526 57.643030
593 0.0642671690 2.100970 57.559752
594 0.0823114675 2.101586 57.688519
595 0.0077657552 2.099380 57.652918
596 0.0142896845 2.099198 57.650343
597 0.0409402709 2.101075 57.655769
598 0.0600249902 2.100718 57.688804
599 0.0169388946 2.098721 57.660722
600 0.0452751225 2.101130 57.579910
601 0.0080208334 2.099292 57.654646
602 0.0158565121 2.100304 57.648197
603 0.0294509607 2.099526 57.626633
604 0.1262097416 2.099660 57.521194
605 0.0027552855 2.099424 57.657866
606 0.0249711229 2.098908 57.646513
607 0.0778084273 2.099090 57.585908
608 0.0184623041 2.099712 57.634590
609 0.0195340605 2.099395 57.640113
610 0.0079990044 2.099352 57.653292
611 0.0295829371 2.099371 57.630056
612 0.0096513167 2.099512 57.648204
613 0.0014866779 2.099171 57.666277
614 0.0105648594 2.099397 57.671601
615 0.0052616565 2.099514 57.662336
616 0.0099027838 2.099033 57.659471
617 0.0176078681 2.099174 57.647444
618 0.0095491370 2.098905 57.663776
619 0.0292035917 2.101461 57.620130
620 0.0042338215 2.099575 57.654456
621 0.0041359710 2.099498 57.661394
622 0.0093770209 2.099330 57.672052
623 0.1135434235 2.100327 57.519457
624 0.1932238484 2.106521 57.666248
625 0.0099178631 2.099306 57.673223
626 0.0367308809 2.098933 57.633304
627 0.0065614103 2.099193 57.658691
628 0.0548908334 2.100591 57.686757
629 0.0102868647 2.099660 57.644980
630 0.0278101338 2.099211 57.635740
631 0.0442094205 2.097905 57.653822
632 0.0346747416 2.100451 57.668054
633 0.0167226548 2.099620 57.638293
634 0.0610572002 2.098897 57.608403
635 0.0046846437 2.099434 57.664177
636 0.0105688188 2.099244 57.675387
637 0.0180139311 2.099096 57.649008
638 0.0254666180 2.098561 57.655723
639 0.0149842786 2.099331 57.646393
640 0.0114085681 2.099100 57.655981
641 0.0075397467 2.099395 57.652853
642 0.0042131577 2.098973 57.671965
643 0.0037627826 2.099003 57.670986
644 0.0034081841 2.099252 57.660510
645 0.0156684750 2.099455 57.675535
646 0.0262024319 2.098700 57.650917
647 0.0123373247 2.098869 57.661590
648 0.0012266168 2.099207 57.664397
649 0.0131914681 2.100155 57.649744
650 0.0111817594 2.099043 57.680352
651 0.0533957951 2.099483 57.714672
652 0.0113334991 2.099223 57.676681
653 0.0403395053 2.099256 57.706469
654 0.2033430957 2.106954 57.664672
655 0.0054659352 2.099268 57.669438
656 0.0210256842 2.098916 57.693659
657 0.0224328247 2.098403 57.664119
658 0.0034621123 2.099472 57.656349
659 0.0083458028 2.099931 57.647805
660 0.0188466085 2.098857 57.692437
661 0.0373930062 2.098101 57.655783
662 0.0111555205 2.099027 57.658263
663 0.0154672999 2.099646 57.670093
664 0.0402289391 2.098463 57.723740
665 0.0012604106 2.099298 57.664282
666 0.0233382882 2.099377 57.685629
667 0.0210729635 2.099123 57.689247
668 0.0139367998 2.099770 57.664708
669 0.0028510836 2.099504 57.658394
670 0.0026426436 2.099260 57.666645
671 0.0073903316 2.099315 57.670331
672 0.0068478245 2.098803 57.677598
673 0.0043047413 2.099023 57.666706
674 0.0100051652 2.099140 57.656397
675 0.0021734628 2.099219 57.662764
676 0.0033557782 2.099075 57.666182
677 0.0028195535 2.099111 57.669137
678 0.0024178115 2.099330 57.664652
679 0.0045085606 2.098943 57.672392
680 0.0090607881 2.099238 57.654864
681 0.0302800190 2.099357 57.693431
682 0.0062221382 2.099225 57.671223
683 0.0159955610 2.100047 57.632364
684 0.1115041049 2.094366 57.684777
685 0.0029248085 2.099216 57.662000
686 0.0284650005 2.099166 57.696087
687 0.0064050292 2.099089 57.661781
688 0.0297827325 2.098673 57.647743
689 0.0026253087 2.099264 57.666543
690 0.0154994333 2.099424 57.676147
691 0.0030431689 2.099427 57.657442
692 0.0226226482 2.098457 57.662186
693 0.0125189235 2.099256 57.677166
694 0.0645844329 2.098639 57.746223
695 0.0032628440 2.099127 57.664374
696 0.0104569769 2.099322 57.673393
697 0.0265422028 2.099207 57.637180
698 0.0294434510 2.100250 57.668091
699 0.0096128820 2.099523 57.667122
700 0.0047762610 2.099291 57.668172
701 0.0083108899 2.099184 57.674342
702 0.0099466447 2.098897 57.663551
703 0.0013971188 2.099222 57.663570
704 0.0053680932 2.099166 57.660702
705 0.0084653818 2.099108 57.658946
706 0.0087316497 2.099338 57.671182
707 0.0074691388 2.099303 57.670708
708 0.0013312974 2.099197 57.664630
709 0.0067772214 2.098767 57.674283
710 0.0076318955 2.099359 57.653530
711 0.0023749562 2.099291 57.665642
712 0.0044277297 2.099202 57.660730
713 0.0396021917 2.099291 57.621363
714 0.1360108082 2.093339 57.687611
715 0.0055682493 2.099182 57.660049
716 0.0123066685 2.099280 57.650429
717 0.0054581112 2.099492 57.663294
718 0.0191170398 2.098806 57.655751
719 0.0045530719 2.098941 57.672524
720 0.0086690930 2.099657 57.661903
721 0.0164516398 2.099833 57.665703
722 0.0189755417 2.098627 57.661221
723 0.0057331090 2.099056 57.663601
724 0.0566648195 2.098921 57.731497
725 0.0014675669 2.099197 57.664374
726 0.0017548526 2.099155 57.666921
727 0.0106064081 2.099124 57.656193
728 0.0051161135 2.099046 57.664723
729 0.0020893707 2.099123 57.666793
730 0.0032101816 2.099275 57.666893
731 0.0036978149 2.099254 57.660147
732 0.0085360917 2.099006 57.661837
733 0.0002454879 2.099301 57.663010
734 0.0003995396 2.099265 57.664072
735 0.0026784506 2.099264 57.660966
736 0.0044623999 2.099108 57.671445
737 0.0044775766 2.099257 57.668646
738 0.0026312656 2.099149 57.664446
739 0.0042979127 2.099013 57.667148
740 0.0029056635 2.099417 57.662563
741 0.0116317922 2.099187 57.653445
742 0.0062626958 2.099195 57.658958
743 0.0364618176 2.099124 57.628752
744 0.0415771323 2.097522 57.668975
745 0.0033824657 2.099225 57.661251
746 0.0210629140 2.098992 57.648476
747 0.0026605820 2.099342 57.664588
748 0.0008273790 2.099220 57.664924
749 0.0014808949 2.099227 57.665981
750 0.0056980772 2.099680 57.656524
751 0.0052515977 2.099381 57.666343
752 0.0156286565 2.098852 57.658327
753 0.0091826453 2.099122 57.657765
754 0.0496799320 2.099142 57.719011
755 0.0026247848 2.099376 57.663535
756 0.0043159274 2.099265 57.659222
757 0.0050516374 2.099171 57.671078
758 0.0144441134 2.098761 57.662432
759 0.0059314710 2.099019 57.664558
760 0.0013026864 2.099261 57.662511
761 0.0058600058 2.099287 57.657040
762 0.0074344156 2.099331 57.669983
763 0.0009158830 2.099334 57.662772
764 0.0022276697 2.099332 57.664390
765 0.0020847556 2.099352 57.663638
766 0.0084288712 2.099057 57.660444
767 0.0022532977 2.099129 57.668016
768 0.0030452814 2.099184 57.662799
769 0.0024893054 2.099477 57.658764
770 0.0055730917 2.099380 57.666703
771 0.0036134240 2.099272 57.667384
772 0.0031791819 2.099223 57.661534
773 0.0055868070 2.099707 57.654552
774 0.0328972404 2.100762 57.655951
775 0.0009217664 2.099328 57.662998
776 0.0138496589 2.099104 57.681982
777 0.0002639353 2.099267 57.663531
778 0.0076347815 2.099403 57.668304
779 0.0011683579 2.099365 57.660865
780 0.0061601056 2.099638 57.659153
781 0.0066656385 2.099130 57.660308
782 0.0034474220 2.099421 57.663129
783 0.0015622501 2.099175 57.665175
784 0.0134615722 2.099228 57.650487
785 0.0003349589 2.099309 57.662812
786 0.0016645282 2.099222 57.666284
787 0.0108581549 2.099274 57.674980
788 0.0118945627 2.098873 57.661989
789 0.0019136223 2.099317 57.664463
790 0.0020651944 2.099289 57.661014
791 0.0008746633 2.099310 57.663523
792 0.0047578778 2.099154 57.671057
793 0.0010066449 2.099327 57.663141
794 0.0020648162 2.099352 57.663616
795 0.0030942765 2.099363 57.664466
796 0.0013585668 2.099340 57.660793
797 0.0041823403 2.099075 57.664934
798 0.0012180372 2.099246 57.663036
799 0.0056629406 2.099581 57.660553
800 0.0031400431 2.099386 57.663842
801 0.0043429343 2.099338 57.666504
802 0.0002029843 2.099288 57.663420
803 0.0178848089 2.099834 57.667348
804 0.0158629601 2.100251 57.650452
805 0.0018249096 2.099339 57.663756
806 0.0141328435 2.099157 57.681125
807 0.0011669901 2.099254 57.662868
808 0.0002261335 2.099292 57.663318
809 0.0011316919 2.099366 57.660967
810 0.0052474001 2.099189 57.660218
811 0.0017940191 2.099379 57.659721
812 0.0076972134 2.099501 57.665634
813 0.0057376651 2.099325 57.668341
814 0.0367147883 2.099337 57.623316
815 0.0006789762 2.099270 57.662934
816 0.0040515982 2.099259 57.668148
817 0.0046240083 2.099239 57.669211
818 0.0049364850 2.099500 57.662406
819 0.0038285352 2.099435 57.663131
820 0.0011437297 2.099296 57.661812
821 0.0032864092 2.099305 57.666257
822 0.0068856907 2.099064 57.661990
823 0.0002923631 2.099288 57.663493
824 0.0002719301 2.099267 57.663549
825 0.0002776320 2.099265 57.663606
826 0.0036401453 2.099431 57.663025
827 0.0003065273 2.099267 57.663460
828 0.0012858102 2.099325 57.663555
829 0.0055677583 2.099480 57.663792
830 0.0008194727 2.099309 57.661921
831 0.0010168984 2.099322 57.663332
832 0.0016860295 2.099316 57.664247
833 0.0098121616 2.099467 57.668913
834 0.0079241299 2.099639 57.661575
835 0.0012129157 2.099336 57.663121
836 0.0077640398 2.098980 57.677434
837 0.0003126897 2.099287 57.662899
838 0.0031638532 2.099237 57.661155
839 0.0011291579 2.099359 57.662135
840 0.0043213192 2.099102 57.663860
841 0.0017055987 2.099412 57.659867
842 0.0042142152 2.099461 57.662774
843 0.0012472903 2.099344 57.660887
844 0.0073765917 2.099308 57.654958
845 0.0001939151 2.099280 57.663595
846 0.0007544021 2.099288 57.662408
847 0.0022938868 2.099265 57.661351
848 0.0084738954 2.099587 57.663918
849 0.0021379276 2.099204 57.663236
850 0.0004881087 2.099291 57.663635
851 0.0006211237 2.099288 57.662555
852 0.0021131569 2.099247 57.666343
853 0.0001812534 2.099275 57.663370
854 0.0008211349 2.099251 57.663351
855 0.0011278117 2.099244 57.663198
856 0.0018669133 2.099252 57.662158
857 0.0018485129 2.099371 57.662746
858 0.0006973800 2.099304 57.663509
859 0.0034018776 2.099218 57.661412
860 0.0010611844 2.099259 57.662835
861 0.0013233867 2.099280 57.662010
862 0.0011043536 2.099296 57.664168
863 0.0011634006 2.099233 57.663516
864 0.0022605106 2.099130 57.668033
865 0.0005825427 2.099316 57.662972
866 0.0038834006 2.098993 57.671211
867 0.0002139046 2.099283 57.663539
868 0.0012432597 2.099311 57.661393
869 0.0014134695 2.099335 57.663402
870 0.0009486590 2.099248 57.665018
871 0.0046060821 2.099424 57.664377
872 0.0034486432 2.099196 57.661983
873 0.0052454762 2.099277 57.657936
874 0.0143702867 2.099289 57.678324
875 0.0003818828 2.099280 57.663788
876 0.0026788298 2.099287 57.660405
877 0.0031963330 2.099283 57.659950
878 0.0028763428 2.099388 57.663466
879 0.0015197923 2.099218 57.663560
880 0.0011568699 2.099288 57.664423
881 0.0021518010 2.099279 57.661155
882 0.0032122056 2.099334 57.665400
883 0.0003872550 2.099269 57.663314
884 0.0003271980 2.099270 57.663342
885 0.0008691385 2.099253 57.663225
886 0.0023977908 2.099234 57.662067
887 0.0004023547 2.099271 57.663219
888 0.0000938170 2.099287 57.663322
889 0.0014546024 2.099396 57.660848
890 0.0004079596 2.099294 57.663477
891 0.0012487172 2.099269 57.662347
892 0.0004324424 2.099266 57.663336
893 0.0057468004 2.099140 57.661026
894 0.0038763863 2.099012 57.668024
895 0.0007448484 2.099263 57.663079
896 0.0042598168 2.099099 57.664040
897 0.0001876944 2.099274 57.663674
898 0.0026245271 2.099315 57.665296
899 0.0001969376 2.099279 57.663620
900 0.0032264456 2.099346 57.665090
901 0.0039009283 2.099407 57.664089
902 0.0027547434 2.099160 57.663902
903 0.0018575781 2.099288 57.661253
904 0.0041775975 2.099291 57.658727
905 0.0002802304 2.099282 57.663651
906 0.0006402667 2.099287 57.663911
907 0.0013178543 2.099277 57.662079
908 0.0022958804 2.099200 57.663180
909 0.0009660429 2.099316 57.663437
910 0.0009084258 2.099287 57.664182
